"","x"
"10401","ARPC5"
"10402","CADM3"
"10403","NLRP3"
"10404","ZNF496"
"10405","TRIM58"
"10406","SLAMF9"
"10407","OR2M5"
"10408","KCNJ9"
"10409","IGSF8"
"10410","DDR2"
"10411","PEA15"
"10412","PEX19"
"10413","NCSTN"
"10414","VANGL2"
"10415","SLAMF6"
"10416","OLFML2B"
"10417","FCRLB"
"10418","FCGR3B"
"10419","SLC9C2"
"10420","KLHDC9"
"10421","C1orf74"
"10422","LMX1A"
"10423","LRRC52"
"10424","FLVCR1"
"10425","FAM71A"
"10426","ATF3"
"10427","RBM15"
"10428","DENND2D"
"10429","AXDND1"
"10430","TDRD5"
"10431","IER5"
"10432","SNED1"
"10433","BPNT1"
"10434","SPATA17"
"10435","C1orf115"
"10436","BROX"
"10437","ACP6"
"10438","WDR64"
"10439","KIF26B"
"10440","TFB2M"
"10441","CNST"
"10442","PPP1R21"
"10443","KLHDC8A"
"10444","PM20D1"
"10445","PKDCC"
"10446","OXER1"
"10447","HAAO"
"10448","B3GALNT2"
"10449","C1orf147"
"10450","MAPKAPK2"
"10451","IL20"
"10452","IL24"
"10453","FCMR"
"10454","PIGR"
"10455","FCAMR"
"10456","CAPN2"
"10457","MRPL55"
"10458","C1orf145"
"10459","WDR26"
"10460","REL"
"10461","PUS10"
"10462","PEX13"
"10463","KIAA1841"
"10464","TRIM17"
"10465","RFTN2"
"10466","DISC1"
"10467","AC007364.1"
"10468","CAPN13"
"10469","LRRTM1"
"10470","DPY30"
"10471","TYW5"
"10472","C2orf47"
"10473","KCNF1"
"10474","PQLC3"
"10475","ARL5A"
"10476","FAM84A"
"10477","KCNJ3"
"10478","NEUROD1"
"10479","CLHC1"
"10480","PRORSD1P"
"10481","FRZB"
"10482","DUSP19"
"10483","CFAP36"
"10484","NUP35"
"10485","CCDC138"
"10486","C2orf48"
"10487","ZSWIM2"
"10488","FBXO41"
"10489","ALMS1P1"
"10490","ACTG2"
"10491","WDCP"
"10492","SMC6"
"10493","VSNL1"
"10494","CCDC74A"
"10495","H3F3A"
"10496","ANKRD30BL"
"10497","ADCK3"
"10498","SLC16A14"
"10499","TEKT4"
"10500","EN1"
"10501","SGCB"
"10502","SPATA18"
"10503","NOSTRIN"
"10504","CFAP221"
"10505","CCDC140"
"10506","SGPP2"
"10507","INHBB"
"10508","XIRP2"
"10509","BIRC8"
"10510","SMARCAD1"
"10511","HPGDS"
"10512","PDLIM5"
"10513","PDHA2"
"10514","STPG2"
"10515","NEURL3"
"10516","RPRD2"
"10517","ANKRD23"
"10518","CTSS"
"10519","MSX1"
"10520","PACRGL"
"10521","BNIPL"
"10522","C1QTNF7"
"10523","LYSMD1"
"10524","SCNM1"
"10525","VPS72"
"10526","ERCC3"
"10527","RNF149"
"10528","IWS1"
"10529","BOLA3"
"10530","CDC42EP3"
"10531","S100A11"
"10532","LCE3D"
"10533","SMCP"
"10534","IVL"
"10535","SPRR3"
"10536","DHX57"
"10537","SPRR2D"
"10538","BMP10"
"10539","PGLYRP4"
"10540","ARHGAP25"
"10541","S100A9"
"10542","S100A12"
"10543","TGFA"
"10544","TDRD10"
"10545","CCNYL1"
"10546","FZD5"
"10547","CRYGC"
"10548","DCAF16"
"10549","C1orf189"
"10550","NPPC"
"10551","GNPDA2"
"10552","ALPP"
"10553","GABRG1"
"10554","ALPPL2"
"10555","GABRB1"
"10556","PAQR3"
"10557","NIPAL1"
"10558","ALPI"
"10559","ANTXR2"
"10560","HELQ"
"10561","MRPS18C"
"10562","CGGBP1"
"10563","FAM175A"
"10564","GPR155"
"10565","DAPL1"
"10566","PMVK"
"10567","PBXIP1"
"10568","CLDN1"
"10569","PYGO2"
"10570","HIPK1"
"10571","LENEP"
"10572","DCST2"
"10573","DCST1"
"10574","COL6A3"
"10575","C1orf106"
"10576","LINC01116"
"10577","YY1AP1"
"10578","KBTBD8"
"10579","FAM19A4"
"10580","EOGT"
"10581","LMOD3"
"10582","NAXE"
"10583","POGLUT1"
"10584","SLC22A15"
"10585","CCKAR"
"10586","IGFN1"
"10587","ATP1A1"
"10588","SLC15A2"
"10589","EIF4E3"
"10590","PROK2"
"10591","C3orf30"
"10592","LRRC58"
"10593","FSTL1"
"10594","LMOD1"
"10595","ELF3"
"10596","PDCL2"
"10597","TMEM183B"
"10598","TMEM169"
"10599","IGFBP7"
"10600","TRIM46"
"10601","CXCR1"
"10602","ARPC2"
"10603","TSACC"
"10604","CCT3"
"10605","TMEM79"
"10606","SSR2"
"10607","RNF25"
"10608","STK36"
"10609","ADORA1"
"10610","NEK10"
"10611","CCDC141"
"10612","FEV"
"10613","CRYBA2"
"10614","IHH"
"10615","KIAA1524"
"10616","EOMES"
"10617","CWC22"
"10618","AZI2"
"10619","TGFBR2"
"10620","RETNLB"
"10621","ANKZF1"
"10622","HDAC11"
"10623","FCRL4"
"10624","TRAT1"
"10625","FBLN2"
"10626","GLB1L"
"10627","STT3B"
"10628","CHCHD4"
"10629","DPPA2"
"10630","NFASC"
"10631","FCRL1"
"10632","SGO2"
"10633","SERPINI1"
"10634","CLASP2"
"10635","SUCLG1"
"10636","NUAK2"
"10637","SPTA1"
"10638","PRKCI"
"10639","MNDA"
"10640","PYHIN1"
"10641","IFI16"
"10642","AIM2"
"10643","EFHB"
"10644","EIF5A2"
"10645","SLC2A2"
"10646","RPL22L1"
"10647","FABP1"
"10648","PPM1L"
"10649","ICA1L"
"10650","SNHG16"
"10651","CTLA4"
"10652","ICOS"
"10653","RYBP"
"10654","PPP4R2"
"10655","CD200R1"
"10656","GTPBP8"
"10657","NEPRO"
"10658","SPICE1"
"10659","CCDC191"
"10660","CADPS"
"10661","NKX6-1"
"10662","CDS1"
"10663","WDFY3"
"10664","COX18"
"10665","PTPN13"
"10666","SYNPR"
"10667","ALB"
"10668","C3orf49"
"10669","LOC100506746"
"10670","THOC7"
"10671","ATXN7"
"10672","PSMD6"
"10673","PRICKLE2"
"10674","ADAMTS9"
"10675","PPM1K"
"10676","ERICH6"
"10677","CLRN1"
"10678","GMPS"
"10679","TIPARP"
"10680","CCNL1"
"10681","PTX3"
"10682","HESX1"
"10683","DCLK3"
"10684","SLMAP"
"10685","RPL9"
"10686","SMIM14"
"10687","RPP14"
"10688","ABHD6"
"10689","DNASE1L3"
"10690","C3orf67"
"10691","RBM47"
"10692","APBB2"
"10693","IL17RE"
"10694","IL17RC"
"10695","CRELD1"
"10696","PRRT3"
"10697","FANCD2OS"
"10698","PCOLCE2"
"10699","U2SURP"
"10700","MTMR14"
"10701","TTC14"
"10702","CXCL3"
"10703","CXCL5"
"10704","PPBP"
"10705","PF4"
"10706","MTHFD2L"
"10707","CXCL1"
"10708","RCHY1"
"10709","PLSCR2"
"10710","CCDC158"
"10711","CPA3"
"10712","GYG1"
"10713","HPS3"
"10714","TM4SF18"
"10715","TOPBP1"
"10716","RYK"
"10717","SNRK"
"10718","TCF23"
"10719","DNAJC5G"
"10720","UCN"
"10721","ZNF513"
"10722","SLC4A1AP"
"10723","PLB1"
"10724","SPDYA"
"10725","KIAA1143"
"10726","KIF15"
"10727","TGM4"
"10728","WDR43"
"10729","ZDHHC3"
"10730","CDCP1"
"10731","SLC6A20"
"10732","LZTFL1"
"10733","FYCO1"
"10734","CCR1"
"10735","RTP3"
"10736","LRRC2"
"10737","ELP6"
"10738","FBXO40"
"10739","DTX3L"
"10740","ZNF148"
"10741","NMNAT3"
"10742","SMIM12"
"10743","TPRA1"
"10744","YEATS2"
"10745","GRIK3"
"10746","ZC3H12A"
"10747","MEAF6"
"10748","SNIP1"
"10749","DNALI1"
"10750","KLF15"
"10751","CFAP100"
"10752","CAMK2N2"
"10753","LIPH"
"10754","TMEM41A"
"10755","RPN1"
"10756","SENP2"
"10757","HEYL"
"10758","IFT122"
"10759","RHO"
"10760","IGF2BP2-AS1"
"10761","RFC4"
"10762","RPL39L"
"10763","BAP1"
"10764","TKT"
"10765","PRKCD"
"10766","RFT1"
"10767","SFMBT1"
"10768","GNL3"
"10769","PBRM1"
"10770","UVSSA"
"10771","FAM208A"
"10772","ARHGEF3"
"10773","SLBP"
"10774","LRPAP1"
"10775","ZDHHC19"
"10776","SLC51A"
"10777","UBXN7"
"10778","RNF168"
"10779","PIGX"
"10780","MELTF"
"10781","OTOP1"
"10782","S100P"
"10783","ABLIM2"
"10784","EXO5"
"10785","CLDN19"
"10786","C1orf50"
"10787","ERMAP"
"10788","ZNF691"
"10789","AIMP1"
"10790","SGMS2"
"10791","METAP1"
"10792","DNAJB14"
"10793","H2AFZ"
"10794","EMCN"
"10795","SLC9B1"
"10796","SLC9B2"
"10797","BDH2"
"10798","PGRMC2"
"10799","CDC25A"
"10800","CAMP"
"10801","ZNF589"
"10802","FBXW12"
"10803","PLXNB1"
"10804","CCDC51"
"10805","ATRIP"
"10806","SHISA5"
"10807","SPRY1"
"10808","BSN"
"10809","APEH"
"10810","INTU"
"10811","RNF123"
"10812","HSPA4L"
"10813","MFSD8"
"10814","ABHD18"
"10815","CAMKV"
"10816","MON1A"
"10817","MST1R"
"10818","RAD54L2"
"10819","TEX264"
"10820","GRM2"
"10821","DUSP7"
"10822","POC1A"
"10823","PPM1M"
"10824","ETNPPL"
"10825","WDR82"
"10826","PITX2"
"10827","C4orf3"
"10828","PRSS12"
"10829","NDST3"
"10830","HMGB2"
"10831","SAP30"
"10832","SCRG1"
"10833","HAND2"
"10834","MAD2L1"
"10835","ANXA5"
"10836","TMEM155"
"10837","ADAD1"
"10838","MAP9"
"10839","GUCY1A3"
"10840","FBXO8"
"10841","CEP44"
"10842","HPGD"
"10843","ASB5"
"10844","C4orf45"
"10845","TMEM144"
"10846","FAM198B"
"10847","NPY1R"
"10848","NPY5R"
"10849","NAA15"
"10850","IL15"
"10851","FAM160A1"
"10852","ARFIP1"
"10853","ICE1"
"10854","HHIP"
"10855","ANAPC10"
"10856","ABCE1"
"10857","OTUD4"
"10858","LSM6"
"10859","TMEM184C"
"10860","PRMT9"
"10861","ITGA2"
"10862","MOCS2"
"10863","SLC45A2"
"10864","EDIL3"
"10865","TMEM161B"
"10866","ELOVL7"
"10867","NDUFAF2"
"10868","ZNF474"
"10869","LMBRD2"
"10870","RANBP3L"
"10871","NIPBL"
"10872","RNF180"
"10873","ADGRV1"
"10874","SLC25A46"
"10875","STARD4"
"10876","PGGT1B"
"10877","F2RL2"
"10878","CCDC112"
"10879","ANKRD33B"
"10880","CMBL"
"10881","C5orf63"
"10882","PRRC1"
"10883","F2RL1"
"10884","AGGF1"
"10885","WDR41"
"10886","PRDM9"
"10887","NDUFS4"
"10888","SCGB3A2"
"10889","SPINK1"
"10890","HTR4"
"10891","ESM1"
"10892","GRPEL2"
"10893","CDC20B"
"10894","ARSK"
"10895","RHOBTB3"
"10896","GPX8"
"10897","TIGD6"
"10898","SPZ1"
"10899","SERINC5"
"10900","ENPP6"
"10901","CAGE1"
"10902","CASP3"
"10903","PRIMPOL"
"10904","ERAP1"
"10905","ERAP2"
"10906","CMYA5"
"10907","EGFLAM"
"10908","CFAP97"
"10909","TMEM174"
"10910","CARTPT"
"10911","RICTOR"
"10912","PAPD4"
"10913","EBF1"
"10914","ANKRA2"
"10915","UBLCP1"
"10916","UTP15"
"10917","TLR3"
"10918","KLKB1"
"10919","NSA2"
"10920","GFM2"
"10921","TERT"
"10922","SLC6A18"
"10923","CCDC127"
"10924","FOXQ1"
"10925","LINC01600"
"10926","ADGRF2"
"10927","ACSL6"
"10928","IL3"
"10929","CSF2"
"10930","SEPT8"
"10931","SHROOM1"
"10932","GDF9"
"10933","UQCRQ"
"10934","LEAP2"
"10935","GJB7"
"10936","GRIK2"
"10937","MB21D1"
"10938","FABP7"
"10939","TLX3"
"10940","TXLNB"
"10941","CITED2"
"10942","FAM26D"
"10943","T"
"10944","CREBRF"
"10945","DCBLD1"
"10946","SFXN1"
"10947","SAMD3"
"10948","TMEM200A"
"10949","IL22RA2"
"10950","DACT2"
"10951","PDSS2"
"10952","C7orf72"
"10953","STXBP5"
"10954","IL31RA"
"10955","ANKRD55"
"10956","RAET1E"
"10957","PI16"
"10958","TBX20"
"10959","DAGLB"
"10960","KIAA0895"
"10961","STK17A"
"10962","TRA2A"
"10963","FAM183BP"
"10964","GALNT10"
"10965","SAP30L"
"10966","RPS14"
"10967","HCN1"
"10968","MYOZ3"
"10969","COG5"
"10970","NEUROD6"
"10971","BMT2"
"10972","GPR85"
"10973","SLU7"
"10974","RP9"
"10975","PTTG1"
"10976","CAMLG"
"10977","FBXL21"
"10978","BMPER"
"10979","RELL2"
"10980","SMAD5-AS1"
"10981","KCNK5"
"10982","KIF6"
"10983","ZNF12"
"10984","SLC29A4"
"10985","C7orf62"
"10986","STEAP1"
"10987","CDCA7L"
"10988","SP8"
"10989","MIOS"
"10990","KIAA1324L"
"10991","USP49"
"10992","INTS4P1"
"10993","SYTL3"
"10994","IQUB"
"10995","HEY1"
"10996","ZNF704"
"10997","FABP5"
"10998","SHH"
"10999","TAGAP"
"11000","COL1A2"
"11001","FNDC1"
"11002","CHMP4C"
"11003","SLC13A4"
"11004","PGAM2"
"11005","BRI3"
"11006","LMTK2"
"11007","SLC35G3"
"11008","CTSB"
"11009","SOX17"
"11010","DLC1"
"11011","ADCY1"
"11012","C8orf48"
"11013","SUN3"
"11014","C7orf57"
"11015","HNF4G"
"11016","PEX2"
"11017","RAD21"
"11018","SLC30A8"
"11019","MED30"
"11020","TNFRSF11B"
"11021","SBSPON"
"11022","PHKG1"
"11023","EN2"
"11024","KCNV1"
"11025","CSMD3"
"11026","SPIDR"
"11027","ORC5"
"11028","DEFA5"
"11029","DNAAF5"
"11030","DEFA4"
"11031","DEFA6"
"11032","OSGIN2"
"11033","DEFB1"
"11034","SUN1"
"11035","OXR1"
"11036","TMEM74"
"11037","GPR146"
"11038","GPER1"
"11039","UNCX"
"11040","TMEM184A"
"11041","NOS3"
"11042","SPAG11B"
"11043","MICALL2"
"11044","CA3"
"11045","INTS1"
"11046","CDK5"
"11047","SLC4A2"
"11048","SLC7A13"
"11049","FASTK"
"11050","TMUB1"
"11051","GBX1"
"11052","PHAX"
"11053","ALDH7A1"
"11054","FOXK1"
"11055","COX6C"
"11056","OSR2"
"11057","YWHAZ"
"11058","BAALC"
"11059","FZD6"
"11060","CTHRC1"
"11061","SLC25A32"
"11062","DCAF13"
"11063","DCSTAMP"
"11064","TP53INP1"
"11065","INTS8"
"11066","KIAA1429"
"11067","FREM1"
"11068","GEM"
"11069","PDP1"
"11070","TMEM67"
"11071","KIAA0196"
"11072","RPP25L"
"11073","FAM219A"
"11074","C9orf24"
"11075","SNAPC3"
"11076","KIAA1161"
"11077","NUDT2"
"11078","TMEM65"
"11079","PSIP1"
"11080","CCDC171"
"11081","UBAP1"
"11082","DIRAS2"
"11083","SYK"
"11084","NIPSNAP3B"
"11085","ABCA1"
"11086","NFIL3"
"11087","LETM2"
"11088","PRKACG"
"11089","FXN"
"11090","ZMAT4"
"11091","NKX6-3"
"11092","TMEM71"
"11093","MAMDC2"
"11094","PRSS37"
"11095","CPA6"
"11096","C8orf34"
"11097","TMC1"
"11098","ALDH1A1"
"11099","KDM1B"
"11100","HGSNAT"
"11101","RASEF"
"11102","GKAP1"
"11103","KIF27"
"11104","C9orf64"
"11105","HNRNPK"
"11106","SSMEM1"
"11107","RP11-213G2.3"
"11108","SVEP1"
"11109","TRPV6"
"11110","C7orf34"
"11111","ANKS6"
"11112","FBP1"
"11113","TMEM246"
"11114","CFAP47"
"11115","DYNLT3"
"11116","WBSCR27"
"11117","MID1IP1"
"11118","NCF1C"
"11119","C9orf84"
"11120","CXorf58"
"11121","KIAA1958"
"11122","PTCHD1"
"11123","RNF183"
"11124","ASB11"
"11125","PCDH19"
"11126","PIGA"
"11127","FIGF"
"11128","OR1K1"
"11129","STRBP"
"11130","CLDN3"
"11131","GAPVD1"
"11132","CARD19"
"11133","WNK2"
"11134","ATP7A"
"11135","ZNF367"
"11136","NLGN4Y"
"11137","HDX"
"11138","NDUFB6"
"11139","AQP7"
"11140","NOL6"
"11141","AQP3"
"11142","TRMT10B"
"11143","VCP"
"11144","PIGO"
"11145","STOML2"
"11146","BRWD3"
"11147","SLITRK5"
"11148","MELK"
"11149","ARMC3"
"11150","OTUD1"
"11151","ARHGAP12"
"11152","FAT3"
"11153","CCDC67"
"11154","HECTD2"
"11155","SLC7A3"
"11156","FBXO33"
"11157","INTS6L"
"11158","GPR101"
"11159","CLDN2"
"11160","LRFN5"
"11161","WRN"
"11162","MARCH8"
"11163","TSHR"
"11164","CFL2"
"11165","SUGT1"
"11166","GTF2A1"
"11167","ZCCHC24"
"11168","PGM2L1"
"11169","PHYHIPL"
"11170","SLC16A9"
"11171","FOLR2"
"11172","INPPL1"
"11173","PHOX2A"
"11174","MBL2"
"11175","GJB2"
"11176","CRYL1"
"11177","REEP3"
"11178","HEPACAM"
"11179","SKA3"
"11180","MICU2"
"11181","DDIAS"
"11182","PCF11"
"11183","PKNOX2"
"11184","RPL10L"
"11185","LRR1"
"11186","RPL36AL"
"11187","DNAAF2"
"11188","C10orf10"
"11189","MAGEC3"
"11190","C10orf25"
"11191","ZNF22"
"11192","KLHDC2"
"11193","EML5"
"11194","NEMF"
"11195","RPUSD4"
"11196","ARF6"
"11197","TTC8"
"11198","TMEM63C"
"11199","NGB"
"11200","NOXRED1"
"11201","CDX2"
"11202","AMER2"
"11203","AKR1E2"
"11204","KBTBD6"
"11205","SSX5"
"11206","SSX3"
"11207","OTX2"
"11208","FAAH2"
"11209","DRGX"
"11210","NUDT5"
"11211","DACT1"
"11212","OXGR1"
"11213","UCMA"
"11214","BEND7"
"11215","ATP5C1"
"11216","PRPF18"
"11217","TAF3"
"11218","VSTM4"
"11219","VDAC2"
"11220","SOHLH1"
"11221","COMTD1"
"11222","SLC18A2"
"11223","PDZD8"
"11224","ZNF503"
"11225","FAM175B"
"11226","QSOX2"
"11227","FAM204A"
"11228","NSD1"
"11229","PRDX3"
"11230","ENOX2"
"11231","GHITM"
"11232","CLEC1B"
"11233","SNAPC4"
"11234","TMEM52B"
"11235","PMPCA"
"11236","SDCCAG3"
"11237","FRMD7"
"11238","AK8"
"11239","SPACA9"
"11240","TSC1"
"11241","GFI1B"
"11242","HPRT1"
"11243","BORCS5"
"11244","FAM69B"
"11245","ZMYND19"
"11246","STOX1"
"11247","RET"
"11248","DDX21"
"11249","BMS1"
"11250","STK32C"
"11251","KIAA1462"
"11252","OR4K2"
"11253","FUNDC2"
"11254","TMEM55B"
"11255","METTL17"
"11256","SLC39A2"
"11257","NDRG2"
"11258","RNASE7"
"11259","ARHGEF40"
"11260","NSMF"
"11261","ZNF219"
"11262","C12orf50"
"11263","CASP7"
"11264","PPP1R36"
"11265","BTNL9"
"11266","CCDC186"
"11267","VWA2"
"11268","METTL3"
"11269","SALL2"
"11270","PRAP1"
"11271","TRUB1"
"11272","ERICH6B"
"11273","ZFYVE1"
"11274","C10orf82"
"11275","HSPA12A"
"11276","FRAT1"
"11277","UBTD1"
"11278","ANKRD2"
"11279","E2F7"
"11280","ARHGAP42"
"11281","ISCA2"
"11282","OTOGL"
"11283","LARGE2"
"11284","PACSIN3"
"11285","TTC7B"
"11286","SLC39A13"
"11287","PSMC3"
"11288","RAPSN"
"11289","AGBL2"
"11290","TC2N"
"11291","CPSF2"
"11292","SMCO2"
"11293","MOAP1"
"11294","IFI27L1"
"11295","IFI27"
"11296","SERPINA12"
"11297","CLMN"
"11298","PDZRN4"
"11299","SLC6A5"
"11300","CCDC38"
"11301","NELL1"
"11302","PTER"
"11303","C1QL3"
"11304","CACNB2"
"11305","HACD1"
"11306","ARL5B"
"11307","SMCO4"
"11308","CEP295"
"11309","KCNC2"
"11310","TRIM51HP"
"11311","TAF1D"
"11312","ABTB2"
"11313","R3HCC1L"
"11314","AMOTL1"
"11315","HTRA1"
"11316","LIPC"
"11317","CEP57"
"11318","TCP11L2"
"11319","PASD1"
"11320","SPRED1"
"11321","TMCO5A"
"11322","GPR176"
"11323","JAM3"
"11324","IL25"
"11325","CMTM5"
"11326","RP11-299H22.3"
"11327","GLB1L3"
"11328","ADAMTS15"
"11329","SVOP"
"11330","SPATA19"
"11331","GPT2"
"11332","AMN"
"11333","RAB8B"
"11334","IKBIP"
"11335","RPUSD2"
"11336","HIF1AN"
"11337","ZFYVE19"
"11338","PPP1R14D"
"11339","SPINT1"
"11340","FBN1"
"11341","AVPR1A"
"11342","C16orf78"
"11343","DEPDC4"
"11344","LRTM2"
"11345","BRD7"
"11346","CKB"
"11347","TRMT61A"
"11348","BTRC"
"11349","POLL"
"11350","BAG5"
"11351","DPCD"
"11352","LARP6"
"11353","API5"
"11354","ASPG"
"11355","ZNF319"
"11356","HPS6"
"11357","SENP8"
"11358","NOLC1"
"11359","ALKBH3"
"11360","COPS2"
"11361","GABRB3"
"11362","SPIC"
"11363","TBATA"
"11364","SGPL1"
"11365","FRS2"
"11366","CCT2"
"11367","PCBD1"
"11368","ARIH1"
"11369","C16orf71"
"11370","CLMP"
"11371","SCN3B"
"11372","COX11"
"11373","ZNF202"
"11374","FAM227B"
"11375","STXBP4"
"11376","CYYR1"
"11377","CUL5"
"11378","MYRFL"
"11379","WBP1L"
"11380","C2"
"11381","PLEKHF1"
"11382","TMEM100"
"11383","ANAPC16"
"11384","SMPD1"
"11385","APBB1"
"11386","SYNPO2L"
"11387","NUDT13"
"11388","C11orf65"
"11389","TRIM44"
"11390","CCDC182"
"11391","ILK"
"11392","TAF10"
"11393","TPP1"
"11394","DCHS1"
"11395","NETO1"
"11396","MSS51"
"11397","CYB5A"
"11398","USP54"
"11399","RAG1"
"11400","POTED"
"11401","C11orf74"
"11402","WDR88"
"11403","OR10A5"
"11404","OR2D2"
"11405","ATP9B"
"11406","PPFIBP2"
"11407","MOGAT2"
"11408","CYB5R2"
"11409","SERPINB7"
"11410","KIAA0355"
"11411","SERPINB8"
"11412","TUB"
"11413","RIC3"
"11414","LMO1"
"11415","IDH3A"
"11416","WDR72"
"11417","CRABP1"
"11418","PLD4"
"11419","ZMAT1"
"11420","XRRA1"
"11421","TRIM66"
"11422","RNF169"
"11423","RPL27A"
"11424","ST5"
"11425","CDYL2"
"11426","TMEM130"
"11427","PRTG"
"11428","CENPN"
"11429","AKIP1"
"11430","ATMIN"
"11431","TMEM41B"
"11432","PKD1L2"
"11433","LEO1"
"11434","ZNF143"
"11435","TMX3"
"11436","MFAP4"
"11437","WEE1"
"11438","MAPK7"
"11439","PRKCB"
"11440","HDGFRP3"
"11441","MCM7"
"11442","CLEC3A"
"11443","CCDC68"
"11444","CLEC4E"
"11445","ZNF3"
"11446","CLEC4D"
"11447","ZSCAN21"
"11448","RIMKLB"
"11449","A2ML1"
"11450","BEAN1"
"11451","TK2"
"11452","TMED3"
"11453","SLC38A8"
"11454","SEC11C"
"11455","CPLX4"
"11456","GALR1"
"11457","TMEM135"
"11458","IQCD"
"11459","NDEL1"
"11460","CENPV"
"11461","CDH16"
"11462","RRAD"
"11463","FAM96B"
"11464","CFAP52"
"11465","HSP90B1"
"11466","MC4R"
"11467","BLCAP"
"11468","SERPINB12"
"11469","ATF7IP2"
"11470","MMP10"
"11471","TVP23A"
"11472","BEX3"
"11473","TMPRSS5"
"11474","COG1"
"11475","PLEKHA7"
"11476","ZNF606"
"11477","ZCCHC18"
"11478","B2M"
"11479","ZNF592"
"11480","CASC4"
"11481","HTR3A"
"11482","NNMT"
"11483","ACSM1"
"11484","AP1G1"
"11485","AGBL1"
"11486","SLFN5"
"11487","CATSPER2"
"11488","ZNF667-AS1"
"11489","C16orf45"
"11490","KIAA0430"
"11491","SAA3P"
"11492","SAAL1"
"11493","YPEL4"
"11494","PPIB"
"11495","LDHC"
"11496","FAM96A"
"11497","LDHAL6A"
"11498","FAM111A"
"11499","KIAA0101"
"11500","KIF7"
"11501","LDHD"
"11502","PLIN1"
"11503","PEX11A"
"11504","MESP1"
"11505","ANPEP"
"11506","SCNN1G"
"11507","RBPMS2"
"11508","NAV2"
"11509","ANKDD1A"
"11510","LOC100287413"
"11511","C18orf54"
"11512","DCTN5"
"11513","TERF2IP"
"11514","PLK1"
"11515","CLPX"
"11516","GPR182"
"11517","ZBTB39"
"11518","CACNG2"
"11519","TAC3"
"11520","MYO1A"
"11521","CHP2"
"11522","NEMP1"
"11523","OR4D6"
"11524","NAB2"
"11525","VPS39"
"11526","STAT6"
"11527","PATL1"
"11528","ATP23"
"11529","STX3"
"11530","MRPL16"
"11531","PIP4K2C"
"11532","MTMR10"
"11533","YWHAB"
"11534","MIR202HG"
"11535","C15orf48"
"11536","SCG5"
"11537","GREM1"
"11538","NYAP1"
"11539","TSC22D4"
"11540","MS4A6E"
"11541","MS4A14"
"11542","MS4A5"
"11543","DIS3L"
"11544","CCNDBP1"
"11545","EPB42"
"11546","TGM6"
"11547","SMAD3"
"11548","MS4A8"
"11549","CCDC178"
"11550","MS4A15"
"11551","MAP1A"
"11552","RCCD1"
"11553","AKTIP"
"11554","MAPRE2"
"11555","EVA1C"
"11556","TCP10L2"
"11557","MARS"
"11558","MBD6"
"11559","CNPY4"
"11560","PDIA3"
"11561","NUDT21"
"11562","NAT16"
"11563","TERB2"
"11564","NKX3-1"
"11565","SGSM1"
"11566","RP11-93B14.6"
"11567","DUSP18"
"11568","TEF"
"11569","MEI1"
"11570","B4GALNT2"
"11571","PBX3"
"11572","GNGT2"
"11573","PHB"
"11574","SNRPD1"
"11575","TTC16"
"11576","SUN5"
"11577","SAMD14"
"11578","PIP5KL1"
"11579","BPIFB6"
"11580","TMEM92"
"11581","FAM102A"
"11582","ACSF2"
"11583","GOLGA2"
"11584","TRUB2"
"11585","COQ4"
"11586","SLC27A4"
"11587","LINC00483"
"11588","URM1"
"11589","CERCAM"
"11590","DOLPP1"
"11591","ENDOG"
"11592","TBC1D21"
"11593","PRRX2"
"11594","C15orf39"
"11595","ISLR2"
"11596","SP2"
"11597","PRR15L"
"11598","COQ7"
"11599","GPRC5B"
"11600","CRK"
"11601","C16orf92"
"11602","FBXO22"
"11603","TBC1D2B"
"11604","NOD2"
"11605","SNX20"
"11606","LOXHD1"
"11607","KATNAL2"
"11608","HDHD2"
"11609","ZNF91"
"11610","IGF2"
"11611","RNF214"
"11612","CDK12"
"11613","DPEP2"
"11614","DUS2"
"11615","POP5"
"11616","ENGASE"
"11617","RBFOX3"
"11618","ATP5L"
"11619","CD3D"
"11620","TBC1D16"
"11621","TEPSIN"
"11622","MYO5B"
"11623","ART5"
"11624","ACAA2"
"11625","STIM1"
"11626","RRM1"
"11627","OR51E2"
"11628","TRIM68"
"11629","MMP26"
"11630","OR51Q1"
"11631","FN3K"
"11632","IRGQ"
"11633","ZNF226"
"11634","ZNF180"
"11635","POM121L3P"
"11636","PPP2R3B"
"11637","ZNF668"
"11638","ZNF646"
"11639","VKORC1"
"11640","GNG8"
"11641","LPO"
"11642","CA4"
"11643","LINC00905"
"11644","TPM4"
"11645","RAB8A"
"11646","GPX4"
"11647","MIDN"
"11648","LOC105372240"
"11649","FAM129C"
"11650","KLHL26"
"11651","GATAD2A"
"11652","MVD"
"11653","CDT1"
"11654","TRAPPC2L"
"11655","ANKRD11"
"11656","SPATA33"
"11657","PROCA1"
"11658","RPL13"
"11659","ZNF641"
"11660","LALBA"
"11661","CACNB3"
"11662","DHRS13"
"11663","KMT2D"
"11664","CORO6"
"11665","RHEBL1"
"11666","TUBA1A"
"11667","TUBA1C"
"11668","ZNF610"
"11669","ZNF528"
"11670","ZNF701"
"11671","SERTAD3"
"11672","NCKAP5L"
"11673","AQP2"
"11674","GPD1"
"11675","PROSER3"
"11676","CYP2S1"
"11677","AXL"
"11678","NFKBID"
"11679","TMC4"
"11680","ANKRD33"
"11681","LAIR1"
