"","x"
"25010","RNU7-97P"
"25011","SNORD2"
"25012","RNU7-56P"
"25013","snoU13"
"25014","RNU7-164P"
"25015","AC116345.1"
"25016","RP11-23D24.2"
"25017","RNU7-155P"
"25018","snoU13"
"25019","snoU13"
"25020","RNA5SP57"
"25021","AL137855.1"
"25022","RNU7-141P"
"25023","RNU7-182P"
"25024","RNU7-152P"
"25025","snoU13"
"25026","RNU7-102P"
"25027","SNORD11"
"25028","RNU1-131P"
"25029","RP11-646E18.2"
"25030","RNU7-106P"
"25031","AC083875.1"
"25032","Y_RNA"
"25033","SNORD5"
"25034","AC009677.1"
"25035","AL391261.1"
"25036","RNU6-329P"
"25037","RNU1-80P"
"25038","snoU13"
"25039","RNU7-34P"
"25040","RNA5SP484"
"25041","AC026357.1"
"25042","Y_RNA"
"25043","RNU7-196P"
"25044","Y_RNA"
"25045","ACA64"
"25046","SNORD65"
"25047","RNU6-953P"
"25048","Y_RNA"
"25049","RNU7-66P"
"25050","AC099757.1"
"25051","AC098649.1"
"25052","U8"
"25053","AC093766.1"
"25054","AC004016.1"
"25055","RNU7-133P"
"25056","RNU7-88P"
"25057","ACA64"
"25058","RNU7-74P"
"25059","RNU1-98P"
"25060","RNU6-956P"
"25061","snoU13"
"25062","AC010209.1"
"25063","SNORD13"
"25064","snoU13"
"25065","AL354741.1"
"25066","RNU6-274P"
"25067","snoU13"
"25068","snoU13"
"25069","RNU7-24P"
"25070","snoU13"
"25071","snoU13"
"25072","RNU7-23P"
"25073","AL162430.1"
"25074","RNU7-185P"
"25075","RNU7-73P"
"25076","Y_RNA"
"25077","RNU7-67P"
"25078","AL121761.1"
"25079","RNU2-11P"
"25080","snoU13"
"25081","AC016706.1"
"25082","Y_RNA"
"25083","snoU13"
"25084","AP001178.1"
"25085","AC007056.1"
"25086","AC090841.1"
"25087","RNU7-197P"
"25088","RNU6-1218P"
"25089","Y_RNA"
"25090","AC092048.1"
"25091","RNU7-190P"
"25092","RNU6-634P"
"25093","RNU6-717P"
"25094","AC011363.1"
"25095","LOC101928405"
"25096","NCK1-AS1"
"25097","LOC100128164"
"25098","CLRN1-AS1"
"25099","RP11-384F7.2"
"25100","RP11-400L8.2"
"25101","RP11-615J4.3"
"25102","MORC1-AS1"
"25103","LINC01119"
"25104","LLPH-AS1"
"25105","RP4-584D14.6"
"25106","RP11-4B14.3"
"25107","ASB14"
"25108","RP11-634B7.5"
"25109","LL0XNC01-237H1.2"
"25110","RP11-260O18.1"
"25111","ST3GAL6-AS1"
"25112","SIDT1-AS1"
"25113","LOC101927346"
"25114","CTD-2021J15.1"
"25115","AC007405.6"
"25116","RPL7P38"
"25117","KLHL41"
"25118","RP11-514P8.2"
"25119","RP11-90K6.1"
"25120","AC114765.1"
"25121","PLCH1-AS1"
"25122","LINC01210"
"25123","CADM2-AS1"
"25124","GATS"
"25125","MYLK-AS1"
"25126","KMT2E-AS1"
"25127","RP11-451B8.1"
"25128","LINC00879"
"25129","OR1J4"
"25130","RP11-477J21.6"
"25131","MIR18B"
"25132","C2orf61"
"25133","RUVBL1-AS1"
"25134","RP11-88I21.1"
"25135","RP11-543D10.2"
"25136","RP4-728D4.2"
"25137","PLS1-AS1"
"25138","MYADML"
"25139","PSMD6-AS2"
"25140","RP11-78O22.1"
"25141","RP1-127L4.7"
"25142","PDZRN3-AS1"
"25143","RP11-65N13.8"
"25144","APOBEC3G"
"25145","AC093627.11"
"25146","RP11-290K4.1"
"25147","HLTF-AS1"
"25148","RP11-373E16.4"
"25149","RP11-789F5.1"
"25150","RP11-496B10.3"
"25151","AC002310.7"
"25152","ITIH4-AS1"
"25153","DENND6A-AS1"
"25154","PRAMEF11"
"25155","IGKV1D-8"
"25156","RP11-446H18.5"
"25157","IGSF11-AS1"
"25158","RPS27P25"
"25159","PARGP1"
"25160","C1orf226"
"25161","ADSL"
"25162","PRKAG2-AS1"
"25163","LINC01471"
"25164","RP11-71N10.1"
"25165","RP11-246A10.1"
"25166","ZBTB20-AS3"
"25167","LILRA4"
"25168","RP11-889D3.1"
"25169","RP11-169N13.4"
"25170","LILRA2"
"25171","RP11-293A21.1"
"25172","RP11-200A1.1"
"25173","SLC9A9-AS1"
"25174","TEX35"
"25175","LINC00888"
"25176","RP11-274H2.3"
"25177","RP11-12K11.2"
"25178","AMY2B"
"25179","AC096579.13"
"25180","LOC100507537"
"25181","RP11-349J5.2"
"25182","RP11-572M11.4"
"25183","RP11-225N10.1"
"25184","PSMB9"
"25185","RP11-657O9.1"
"25186","AC093627.12"
"25187","RP11-88H10.3"
"25188","NCOR1P1"
"25189","ERICH6-AS1"
"25190","RP4-753P9.3"
"25191","RP11-16N2.1"
"25192","MAGI1-AS1"
"25193","CYMP"
"25194","ARHGEF3-AS1"
"25195","SMKR1"
"25196","RP11-758P17.3"
"25197","TRBV25OR9-2"
"25198","CPHL1P"
"25199","RP11-430C7.5"
"25200","ZNF542P"
"25201","COX19"
"25202","RP11-314M24.1"
"25203","B4GALT4-AS1"
"25204","MOXD2P"
"25205","TCAM1P"
"25206","GHRLOS"
"25207","RP11-499P20.2"
"25208","RP11-298O21.2"
"25209","RP11-331F4.4"
"25210","PPIL3"
"25211","RP11-774I5.1"
"25212","AC004869.3"
"25213","SEC62-AS1"
"25214","AC012358.8"
"25215","SAMMSON"
"25216","LINC00636"
"25217","KRTAP13-3"
"25218","RP4-584D14.5"
"25219","RP11-416O18.2"
"25220","RP11-185E8.1"
"25221","CDKN2B-AS1"
"25222","RP5-1101C3.1"
"25223","TNFRSF13B"
"25224","UOX"
"25225","RP11-680B3.2"
"25226","CTD-2313F11.1"
"25227","TM4SF1-AS1"
"25228","THOC7-AS1"
"25229","RP11-59J16.2"
"25230","L1TD1"
"25231","LOC101243545"
"25232","RP11-775D22.3"
"25233","RP11-354H21.2"
"25234","KCNAB1-AS2"
"25235","AADACP1"
"25236","SPATA31D5P"
"25237","C1QTNF9"
"25238","RP11-174O3.3"
"25239","MME-AS1"
"25240","RP11-521D12.1"
"25241","PNMA2"
"25242","LINC01168"
"25243","RP11-64C1.1"
"25244","RP11-430C7.4"
"25245","LRRD1"
"25246","RP1-273G13.1"
"25247","PLCXD2-AS1"
"25248","C21orf91-OT1"
"25249","ARHGEF25"
"25250","RP11-58O15.1"
"25251","AC073934.6"
"25252","RP11-418B12.1"
"25253","RP11-62G11.2"
"25254","RDH14"
"25255","AC093627.10"
"25256","C1QTNF9-AS1"
"25257","KRTAP4-7"
"25258","LINC00886"
"25259","NDUFB2-AS1"
"25260","PLCXD2"
"25261","LOC101929694"
"25262","RP11-119D18.1"
"25263","RP11-659E9.2"
"25264","LSAMP-AS1"
"25265","PLGLA"
"25266","RPL23AP64"
"25267","LOC100506489"
"25268","RP11-313M3.1"
"25269","RP11-734K21.4"
"25270","HOXA11-AS"
"25271","LOC653160"
"25272","RP11-145M4.1"
"25273","GVQW1"
"25274","RP11-167H9.5"
"25275","RP5-1002M8.4"
"25276","NSUN6"
"25277","CTD-2061E19.6"
"25278","RP11-488C13.1"
"25279","FLJ46066"
"25280","PRICKLE2-AS2"
"25281","HLA-DOB"
"25282","PRICKLE2-AS1"
"25283","YAE1D1"
"25284","OR14A2"
"25285","LOC100507461"
"25286","LINC00881"
"25287","RP11-561N12.2"
"25288","RP11-454C18.1"
"25289","ARHGAP31-AS1"
"25290","ADAMTS9-AS1"
"25291","LINC00877"
"25292","RP11-10O22.1"
"25293","RP4-752I6.1"
"25294","TDGF1"
"25295","ZIC4-AS1"
"25296","IQCJ-SCHIP1-AS1"
"25297","RP11-572M11.1"
"25298","RP11-292E2.1"
"25299","FLJ22763"
"25300","RP11-275H4.1"
"25301","KRTAP4-16P"
"25302","IGKV1D-16"
"25303","CRCP"
"25304","ENPP7P4"
"25305","LOC101927056"
"25306","ZBTB20-AS2"
"25307","WWTR1-AS1"
"25308","SUCLG2-AS1"
"25309","RP11-342M3.1"
"25310","RP5-921G16.2"
"25311","LOC101927494"
"25312","LINC01487"
"25313","RPL36A"
"25314","LOC105375483"
"25315","RP11-758P17.2"
"25316","SYNPR-AS1"
"25317","SLC25A24P1"
"25318","LINC01192"
"25319","RP11-152C17.1"
"25320","HNF1A-AS1"
"25321","LINC00903"
"25322","CD302"
"25323","AC064852.4"
"25324","RP11-545G3.1"
"25325","RP4-555L14.4"
"25326","PLSCR5-AS1"
"25327","LINC00635"
"25328","PTPRG-AS1"
"25329","RP11-641D5.2"
"25330","AF011889.5"
"25331","RP11-553L6.2"
"25332","RP11-161I10.1"
"25333","AC108004.3"
"25334","RP11-6F2.5"
"25335","GUSBP2"
"25336","ARPC4"
"25337","ZBTB20-AS1"
"25338","IGKV2D-24"
"25339","PAQR9-AS1"
"25340","RP11-520D19.2"
"25341","KRTAP5-4"
"25342","RP11-34P13.9"
"25343","LINC01323"
"25344","INMT"
"25345","CADM2-AS2"
"25346","TRBV11-2"
"25347","RP11-444P10.1"
"25348","LINC01327"
"25349","RP11-80H8.4"
"25350","ADAMTS9-AS2"
"25351","ARPC1A"
"25352","LOC100505609"
"25353","VWFP1"
"25354","FABP5P3"
"25355","XACT"
"25356","RPSAP52"
"25357","RP11-280H21.1"
"25358","AC002467.7"
"25359","LINC01324"
"25360","LINC00893"
"25361","RP11-555M1.3"
"25362","RP11-501O2.1"
"25363","SPRR2A"
"25364","RP11-719N22.1"
"25365","RP11-1000B6.2"
"25366","CECR3"
"25367","C8orf58"
"25368","ANOS2P"
"25369","PISD"
"25370","U66059.58"
"25371","RP11-85I21.1"
"25372","RP11-292E2.2"
"25373","AC000370.2"
"25374","LOC101929159"
"25375","RP1-149A16.17"
"25376","LOC102546299"
"25377","RP11-111H13.1"
"25378","PI4KA"
"25379","PRR34-AS1"
"25380","RP11-359D24.1"
"25381","RP11-338L18.1"
"25382","ALG1L15P"
"25383","RP11-268G12.3"
"25384","RP11-457K10.1"
"25385","LOC255654"
"25386","RP13-452N2.1"
"25387","DNAJB8-AS1"
"25388","RP11-458K10.1"
"25389","RP11-738B7.1"
"25390","RP1-90G24.10"
"25391","LINC00969"
"25392","RP11-340E6.1"
"25393","LINC01100"
"25394","TOPORSLP1"
"25395","RP11-231I13.2"
"25396","RP11-734K21.2"
"25397","RP11-520D19.1"
"25398","LOC105376382"
"25399","RP4-778K6.3"
"25400","ARHGDIG"
"25401","RP11-142L1.1"
"25402","HOXB-AS4"
"25403","TCP10L"
"25404","PVRL3-AS1"
"25405","ARFGAP3"
"25406","LINC00996"
"25407","C22orf39"
"25408","PEG10"
"25409","SKINTL"
"25410","LOC100507661"
"25411","AC108488.4"
"25412","LOC101929754"
"25413","RP11-875H7.5"
"25414","RP11-735B13.2"
"25415","NPPA-AS1"
"25416","UGT1A8"
"25417","KCNAB1-AS1"
"25418","EIF6"
"25419","LINC00901"
"25420","RP11-67L3.5"
"25421","CTD-2377D24.4"
"25422","DBIL5P2"
"25423","C3orf67-AS1"
"25424","RP11-501O2.5"
"25425","AC093627.9"
"25426","MRPL20"
"25427",NA
"25428","RP3-477O4.5"
"25429","LINC01206"
"25430","LINC00960"
"25431","KLHL6-AS1"
"25432","RP11-290K4.2"
"25433","AC007620.3"
"25434","AC010729.1"
"25435","RP11-719N22.2"
"25436","SERPINB10"
"25437","AP001432.14"
"25438","RP11-875H7.1"
"25439","HLA-DMB"
"25440","RP11-469J4.3"
"25441","IGKV1D-43"
"25442","RP5-921G16.1"
"25443","CSAG4"
"25444","MBL1P"
"25445","DECR2"
"25446","RP11-18H7.1"
"25447","AC009228.1"
"25448","RPS14P7"
"25449","LINC00971"
"25450","RP11-271C24.2"
"25451","LOC101927866"
"25452","RP11-1191J2.2"
"25453","LOC101927550"
"25454","RN7SL40P"
"25455","RGAG4"
"25456","TRBV1"
"25457","RP11-20B7.1"
"25458","RP11-716O23.2"
"25459","LINC00882"
"25460","IGKV1D-17"
"25461","ZBTB20-AS4"
"25462","RP11-180K7.1"
"25463","RP11-875H7.2"
"25464","ZNF702P"
"25465","RP11-47P18.2"
"25466","RP11-451G4.3"
"25467","RP11-651P23.5"
"25468","GLYCTK-AS1"
"25469","RP11-506M12.1"
"25470","AP5Z1"
"25471","SOX2-OT"
"25472","RP11-768G7.3"
"25473","RP11-47P18.1"
"25474","STRC"
"25475","RP11-190P13.2"
"25476","RP11-309L24.2"
"25477","AADACL2-AS1"
"25478","PLCH1-AS2"
"25479","ERVW-1"
"25480","LOC101926934"
"25481","AC005062.2"
"25482","RP11-292E2.4"
"25483","RP5-1070G24.2"
"25484","GK-AS1"
"25485","RP11-12M5.1"
"25486","ABCC13"
"25487","ARHGEF26-AS1"
"25488","RP11-231E6.1"
"25489","LINC00870"
"25490","RP11-779P15.2"
"25491","PSG4"
"25492","RP11-115N4.1"
"25493","MRPL33"
"25494","RP11-543A18.1"
"25495","LOC100996447"
"25496","MICAL3"
"25497","RP11-550I24.2"
"25498","CCDC39-AS1"
"25499","CTA-360L10.1"
"25500","TUSC7"
"25501","LOC101929054"
"25502","RP11-286H14.8"
"25503","GSTA9P"
"25504","AC073130.3"
"25505","STON1"
"25506","IGKV2D-29"
"25507","RP11-384F7.1"
"25508","PRAF2"
"25509","VSIG8"
"25510","CTD-2185K10.1"
"25511","RP11-779P15.1"
"25512","LINC00359"
"25513","RP11-362A9.3"
"25514","GUCY2GP"
"25515","C7orf73"
"25516","RP11-167H9.3"
"25517","PTPRVP"
"25518","KCTD7"
"25519","RP11-458K10.3"
"25520","RP11-501O2.4"
"25521","RP11-445N18.7"
"25522","MCCC1-AS1"
"25523","RP11-475O23.2"
"25524","RP11-245J9.4"
"25525","RP11-274H2.2"
"25526","RPL23AP49"
"25527","RP11-148K1.10"
"25528","AF165138.7"
"25529","C4orf48"
"25530","INGX"
"25531","AOX2P"
"25532","MNX1-AS1"
"25533","AMY2A"
"25534","RP11-217E22.5"
"25535","KRTAP10-11"
"25536","RP11-521D12.5"
"25537","RP11-257K9.8"
"25538","WFDC6"
"25539","LINC01214"
"25540","UPK3B"
"25541","RP11-889D3.2"
"25542","RP11-264K23.1"
"25543","RP4-669B10.3"
"25544","C6orf183"
"25545","RP11-500K19.1"
"25546","RP11-216N14.8"
"25547","RP11-649A16.1"
"25548","LINC00880"
"25549","RP11-164O23.7"
"25550","IL10RB"
"25551","CFB"
"25552","ZNF487"
"25553","WDR92"
"25554","LOC728290"
"25555","DUBR"
"25556","LEFTY1"
"25557","CFAP57"
"25558","CACNA2D3-AS1"
"25559","OR5V1"
"25560","RP11-80H8.3"
"25561","RPLP0P2"
"25562","HLA-L"
"25563","HOTTIP"
"25564","OSTCP1"
"25565","LOC101929717"
"25566","CTB-111H14.1"
"25567","PEX5L-AS1"
"25568","RP5-1096J16.1"
"25569","APOBEC3D"
"25570","LOC100507389"
"25571","CTB-33G10.1"
"25572","RP11-202A13.1"
"25573","WDR86-AS1"
"25574","CFAP44-AS1"
"25575","RP11-656A15.1"
"25576","RP11-278L15.2"
"25577","ELFN2"
"25578","RP11-285B24.1"
"25579","TUBA4B"
"25580","TIPARP-AS1"
"25581","MRPS6"
"25582","RP11-167H9.4"
"25583","RP11-439C8.2"
"25584","GSTA1"
"25585","RP11-439C8.1"
"25586","RGAG1"
"25587","NFS1"
"25588","KRTAP19-3"
"25589","FAM86DP"
"25590","RP11-306G20.1"
"25591","DDOST"
"25592","IL12A-AS1"
"25593","RPS18P6"
"25594","AC007566.10"
"25595","LCE3C"
"25596","AC024704.2"
"25597","GSTA2"
"25598","SPRR2F"
"25599","ATP1B3-AS1"
"25600","LINC01322"
"25601","RP11-99J16__A.2"
"25602","RP11-148K1.12"
"25603","RP1-93H18.6"
"25604","LOC105377105"
"25605","P2RY11"
"25606","LOC101559451"
"25607","FOXP1-AS1"
"25608","LOC101927123"
"25609","GS1-259H13.2"
"25610","LINC01330"
"25611","GMCL1P1"
"25612","IFITM10"
"25613","LOC105374244"
"25614","RP11-521D12.2"
"25615","SIAH2-AS1"
"25616","RP11-529G21.2"
"25617","AP000235.3"
"25618","ECEL1P2"
"25619","ITGB5-AS1"
"25620","GATA2-AS1"
"25621","AOX3P"
"25622","PEX5L-AS2"
"25623","LINC01296"
"25624","RP11-734K21.3"
"25625","LINC01326"
"25626","AJ239322.3"
"25627","LINC00698"
"25628","RP11-654C22.2"
"25629","HCG16"
"25630","RP11-88H10.2"
"25631","KRTAP19-7"
"25632","RP11-24C3.2"
"25633","FAM3D-AS1"
"25634","ETV5"
"25635","RP11-1398P2.1"
"25636","RP11-354H21.1"
"25637","RP11-201E8.1"
"25638","RP11-206M11.7"
"25639","ERVFRD-1"
"25640","SCARF2"
"25641","SLC9A9-AS2"
"25642","HDAC11-AS1"
"25643","GS1-124K5.7"
"25644","CTD-2013N24.2"
"25645","KRTAP4-2"
"25646","LINC01213"
"25647","RP11-788A4.1"
"25648","KCNK15-AS1"
"25649","RP11-14D22.1"
"25650","LINC01391"
"25651","WNT5A-AS1"
"25652","RAD21L1"
"25653","CCDC13"
"25654","ASPRV1"
"25655","AL122127.25"
"25656","OR2AE1"
"25657","KRTAP20-1"
"25658","MIATNB"
"25659","CTD-2377D24.6"
"25660","RP11-501O2.3"
"25661","AC108676.1"
"25662","MTHFD2P1"
"25663","PTCHD4"
"25664","RP11-298O21.3"
"25665","HBB"
"25666","CRYBB2"
"25667","N4BP2L2"
"25668","RP11-45A16.4"
"25669","LOC101927657"
"25670","GABPB1-AS1"
"25671","ALKBH3-AS1"
"25672","LOC101928445"
"25673","RP11-613D13.8"
"25674","LIFR-AS1"
"25675","CTD-3064M3.4"
"25676","LOC101929538"
"25677","LOC643770"
"25678","RP11-875O11.1"
"25679","RP11-303E16.7"
"25680","LINC00847"
"25681","IGFBP7-AS1"
"25682","LOC105375650"
"25683","A2M-AS1"
"25684","SMARCA5-AS1"
"25685","LINC01024"
"25686","ARAP1-AS2"
"25687","RNF139-AS1"
"25688","RP11-867G23.3"
"25689","LINC00861"
"25690","LOC101930370"
"25691","USP2-AS1"
"25692","RP3-330M21.5"
"25693","SAP30L-AS1"
"25694","LOC101929066"
"25695","LOC101929595"
"25696","ARNTL2-AS1"
"25697","LOC100996419"
"25698","LOC256880"
"25699","KB-1471A8.1"
"25700","LOC101929468"
"25701","RP11-334E6.10"
"25702","RP11-367J11.3"
"25703","LINC01585"
"25704","RP11-847H18.2"
"25705","LOC100507283"
"25706","LOC440028"
"25707","LINC00461"
"25708","NEAT1"
"25709","RORA-AS1"
"25710","LOC101929295"
"25711","SCAMP1-AS1"
"25712","AP001258.4"
"25713","BDNF-AS"
"25714","DACT3-AS1"
"25715","DDX11-AS1"
"25716","LOC101928100"
"25717","RP11-620J15.2"
"25718","RP11-184E9.1"
"25719","RP5-940J5.8"
"25720","ZNF585B"
"25721","AF146191.4"
"25722","CRNDE"
"25723","NADK2-AS1"
"25724","LOC101929076"
"25725","LOC729506"
"25726","LOC100129931"
"25727","DRAIC"
"25728","RP11-410D17.2"
"25729","LOC101927740"
"25730","MIR4300HG"
"25731","CEBPA"
"25732","RAD51-AS1"
"25733","GS1-24F4.2"
"25734","CTC-467M3.1"
"25735","RP11-158I9.5"
"25736","LINC00682"
"25737","FLJ21408"
"25738","RP11-796E2.4"
"25739","SNHG6"
"25740","LOC101928809"
"25741","LINC01184"
"25742","LOC100996286"
"25743","LOC645513"
"25744","KB-1208A12.3"
"25745","LOC101928725"
"25746","LINC01513"
"25747","ALDH1L1-AS2"
"25748","RAB30-AS1"
"25749","NUDT16P1"
"25750","LOC101929241"
"25751","LOC100287015"
"25752","LOC100507053"
"25753","LINC01096"
"25754","LINC00900"
"25755","LOC286059"
"25756","RRS1-AS1"
"25757","KCTD21-AS1"
"25758","RP11-29H23.5"
"25759","LOC101928580"
"25760","LOC101929524"
"25761","LINC01550"
"25762","RP11-17A1.3"
"25763","CASC8"
"25764","RP11-613D13.5"
"25765","UBR5-AS1"
"25766","SBF2-AS1"
"25767","CTD-2036P10.3"
"25768","LOC101928053"
"25769","RP11-492A10.1"
"25770","RP11-325L7.1"
"25771","LOC645485"
"25772","PRR7-AS1"
"25773","EXTL3-AS1"
"25774","RP5-1186N24.3"
"25775","RP11-13A1.1"
"25776","LACTB2-AS1"
"25777","LOC105369192"
"25778","LOC283856"
"25779","LOC101928597"
"25780","LOC100505658"
"25781","LINC00968"
"25782","RP13-578N3.3"
"25783","RP11-894P9.1"
"25784","RP11-57A19.2"
"25785","AF131216.6"
"25786","LOC100506368"
"25787","RP11-539L10.2"
"25788","LOC101929759"
"25789","LOC101929210"
"25790","LOC283575"
"25791","LOC105377348"
"25792","LOC389641"
"25793","RP11-1277A3.2"
"25794","CACNA1C-AS1"
"25795","LOC284080"
"25796","LINC00535"
"25797","RASSF8-AS1"
"25798","H2AFJ"
"25799","MGC16275"
"25800","PLA2G4E-AS1"
"25801","RGMB-AS1"
"25802","AC004051.2"
"25803","LOC106699570"
"25804","RP11-730K11.1"
"25805","RP11-68L18.1"
"25806","RP11-379P15.1"
"25807","RP11-544A12.8"
"25808","STARD4-AS1"
"25809","RP11-325N19.3"
"25810","LOC101927282"
"25811","DNM1P35"
"25812","AP000487.5"
"25813","LINC00920"
"25814","UBAP1L"
"25815","RP1-179N16.6"
"25816","SOCS2-AS1"
"25817","RP11-700H6.1"
"25818","RP11-252E2.1"
"25819","CTC-338M12.7"
"25820","PGAM5"
"25821","BAALC-AS1"
"25822","SNHG10"
"25823","MIR210HG"
"25824","CTD-2260A17.2"
"25825","RP11-366H4.3"
"25826","LOC101928002"
"25827","RP11-11N9.4"
"25828","RP11-727A23.5"
"25829","CSTF3-AS1"
"25830","LINC01252"
"25831","LOC439933"
"25832","LOC102546294"
"25833","LINC01498"
"25834","LOC400541"
"25835","UBL7-AS1"
"25836","ZBED5-AS1"
"25837","RP11-902B17.1"
"25838","ZCCHC3"
"25839","RP11-273G15.2"
"25840","RP11-510M2.2"
"25841","RP11-266N13.2"
"25842","LOC100507250"
"25843","CTD-2235C13.2"
"25844","RP11-486O12.2"
"25845","PDX1-AS1"
"25846","DNAJC3-AS1"
"25847","LOC101928847"
"25848","CARS-AS1"
"25849","LOC100506314"
"25850","MIR4458HG"
"25851","OIP5-AS1"
"25852","SDCBPP2"
"25853","CKMT2-AS1"
"25854","SPTY2D1-AS1"
"25855","TWF2"
"25856","CPEB2-AS1"
"25857","LRP4-AS1"
"25858","RP11-1277A3.1"
"25859","CTB-127C13.1"
"25860","STX18-AS1"
"25861","RP11-932O9.7"
"25862","CTD-2574D22.2"
"25863","USP51"
"25864","RP11-32B5.7"
"25865","PCED1B-AS1"
"25866","SNCA-AS1"
"25867","LOC257396"
"25868","NR2F2-AS1"
"25869","RP11-103J17.1"
"25870","TMEM161B-AS1"
"25871","CCAT1"
"25872","RP5-940J5.6"
"25873","LOC283214"
"25874","LOC102724885"
"25875","RP11-421F16.3"
"25876","RP3-510L9.1"
"25877","RP11-967K21.1"
"25878","SEC24B-AS1"
"25879","RP11-543C4.1"
"25880","LINC00926"
"25881","FOXD1-AS1"
"25882","NRAV"
"25883","AC005329.7"
"25884","FAM13A-AS1"
"25885","LOC100128386"
"25886","CTD-2313F11.3"
"25887","UBA6-AS1"
"25888","LOC100132813"
"25889","DPH6-AS1"
"25890","NNT-AS1"
"25891","INSL3"
"25892","RP11-709A23.1"
"25893","CTC-338M12.9"
"25894","LOC102546228"
"25895","CTC-295J13.3"
"25896","LOC105379051"
"25897","RP11-752D24.2"
"25898","LINC01019"
"25899","CTB-73N10.1"
"25900","CTC-235G5.3"
"25901","LINC01194"
"25902","CTD-2037L6.2"
"25903","RP11-468D11.1"
"25904","RP11-446J8.1"
"25905","LOC105374436"
"25906","ADH1C"
"25907","CTC-305H11.1"
"25908","RP11-357F12.1"
"25909","LOC101929505"
"25910","RP11-650J17.1"
"25911","RP11-499E18.1"
"25912","RP11-44F21.2"
"25913","RP11-1094H24.3"
"25914","RP11-659O3.1"
"25915","LOC101928509"
"25916","RP11-472K22.1"
"25917","RP11-231C18.1"
"25918","CTD-2049O17.1"
"25919","RP11-184M15.1"
"25920","ATG10-AS1"
"25921","CTC-261N6.3"
"25922","LINC00290"
"25923","CTD-2244C20.2"
"25924","RP11-455B3.1"
"25925","CTC-503K11.2"
"25926","LOC101927849"
"25927","TRPC7-AS1"
"25928","RP11-722M1.1"
"25929","CTB-174D11.1"
"25930","CTD-2139B15.2"
"25931","RP11-83C7.1"
"25932","RP11-3J1.1"
"25933","RP11-159F24.5"
"25934","RP11-556I14.2"
"25935","RP11-93K22.13"
"25936","CTB-49A3.2"
"25937","AC092597.3"
"25938","OCIAD1-AS1"
"25939","CTD-2333K2.1"
"25940","RP11-1J7.1"
"25941","FLJ12825"
"25942","CTC-499J9.1"
"25943","LOC340113"
"25944","RP11-158J3.2"
"25945","TNXA"
"25946","CTD-2023N9.2"
"25947","CTD-2308B18.3"
"25948","RP11-74M11.2"
"25949","LINC00616"
"25950","MEF2C-AS1"
"25951","RP11-463H12.2"
"25952","LOC101927543"
"25953","LOC100506085"
"25954","RP4-559A3.6"
"25955","LUCAT1"
"25956","APELA"
"25957","LINC00613"
"25958","RP11-102N12.2"
"25959","RP11-472K22.2"
"25960","RP11-717H13.1"
"25961","RP11-556G22.2"
"25962","RP11-292D4.1"
"25963","RP11-1134I14.2"
"25964","RP11-557J10.4"
"25965","AE000658.31"
"25966","CTC-537E7.2"
"25967","LINC00504"
"25968","CTC-261N6.1"
"25969","CTB-129O4.1"
"25970","RP11-62N21.1"
"25971","RP11-366H4.1"
"25972","LOC102477328"
"25973","RP11-556I14.1"
"25974","RP11-5N11.5"
"25975","TARM1"
"25976","RP11-313E19.2"
"25977","CTD-2010I22.2"
"25978","CTD-2015A6.1"
"25979","LINC00498"
"25980","RP11-452C8.1"
"25981","KB-1269D1.8"
"25982","RP11-1191J2.4"
"25983","RP11-802H3.2"
"25984","AC006296.2"
"25985","CTC-551A13.1"
"25986","RP11-597D13.9"
"25987","AC005150.1"
"25988","RP11-269F21.2"
"25989","RP11-553P9.2"
"25990","RP11-231G15.1"
"25991","LOC105370994"
"25992","RP11-284A20.3"
"25993","SEMA6A-AS1"
"25994","LOC101929544"
"25995","RP11-553P9.3"
"25996","RP11-419C19.2"
"25997","RP4-598P13.1"
"25998","FGF10-AS1"
"25999","RP11-517B11.4"
"26000","LOC100996385"
"26001","DDX11L9"
"26002","CTC-338M12.2"
"26003","CTD-2292M14.1"
"26004","RP11-479O16.1"
"26005","RP11-3G20.2"
"26006","RP11-807H7.2"
"26007","CTC-276P9.3"
"26008","RP11-375B1.1"
"26009","PCP4L1"
"26010","RP1-137K24.1"
"26011","ABHD14A"
"26012","CTD-2007H13.3"
"26013","CTD-3007L5.1"
"26014","RP11-125O18.1"
"26015","ZFAT-AS1"
"26016","ASNSP1"
"26017","LOC101928851"
"26018","SRP14-AS1"
"26019","RP11-145G20.1"
"26020","RP11-9B6.1"
"26021","CTC-338M12.1"
"26022","RP11-608O21.1"
"26023","RP11-265O12.1"
"26024","RP11-386B13.4"
"26025","RP11-231C18.2"
"26026","SBF1P1"
"26027","CTD-2001E22.1"
"26028","CTC-458G6.2"
"26029","LOC101928651"
"26030","CTD-2130F23.1"
"26031","CTD-2201E9.4"
"26032","LOC101929128"
"26033","CTD-2194L12.2"
"26034","LOC283731"
"26035","RP11-302F12.3"
"26036","OTX2-AS1"
"26037","RP11-287F9.2"
"26038","RP11-159F24.6"
"26039","LINC01339"
"26040","RP11-215P8.3"
"26041","RP11-545L5.1"
"26042","LOC105377494"
"26043","EGFLAM-AS2"
"26044","RP11-834C11.8"
"26045","NPM1P21"
"26046","GDNF-AS1"
"26047","CTC-458G6.4"
"26048","RP11-844P9.2"
"26049","RP11-259O2.2"
"26050","FLJ42969"
"26051","CTD-2308B18.4"
"26052","RP11-310I9.1"
